Food Name,Glycemic Index,Calories,Carbohydrates,Protein,Fat,Suitable for Diabetes,Suitable for Blood Pressure,Sodium Content,Potassium Content,Magnesium Content,Calcium Content,Fiber Content
Sweet Potato,70,89,20.0,2.0,0.1,1,1,50,337,32,16,3.3
Fatayer,0,220,15.0,12.0,10.0,1,1,520,320,59,390,3.0
Gulab Jamun,65,297,52.0,8.0,10.0,1,1,531,300,30,60,4.0
Oranges,45,43,11.0,0.9,0.1,1,1,0,181,10,42,2.3
Aloo Gobi,24,54,15.0,4.4,0.4,1,1,43,151,31,150,4.1
Coconut Oil,35,89,5.0,2.0,5.0,1,1,8,160,78,16,1.0
Walnuts,0,165,8.5,18.45,3.6,1,1,59,377,59,11,6.5
Lentils,32,230,45.8,8.9,1.8,1,1,2,485,119,18,5.0
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Chicken Tikka Masala,0,340,12.0,25.0,18.0,1,1,710,380,35,60,2.0
Orange,40,61,15.4,1.2,0.2,1,1,0,181,10,52,3.1
Harira Soup,40,220,25.0,5.0,8.0,1,1,74,280,20,80,4.0
Quinoa Salad,53,118,20.4,4.2,2.5,1,1,8,152,64,19,2.6
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,299,15,22,2.0
Apple,35,54,3.2,0.3,3.0,Yes,1,1,118,5,6,0.5
Chicken Biryani,50,380,45.0,18.0,12.0,1,1,800,220,40,40,2.0
Quinoa,53,368,65.7,16.9,6.0,1,1,7,429,177,54,10.6
Bhindi Masala,15,31,7.1,1.8,0.2,1,1,5,358,36,16,1.1
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,38,141,11,117,0.0
Kabsa,50,441,50.0,18.45,15.0,1,1,659,470,35,60,2.0
Lamb Kabsa,0,479,28.9,18.3,49.26,1,1,540,400,40,89,3.0
Artichokes,10,117,20.0,2.9,3.0,1,1,370,83,20,13,2.0
Sambousek,15,61,11.2,3.7,0.6,1,1,33,452,21,80,3.3
Mushrooms,70,89,23.0,2.0,0.4,1,1,54,320,23,30,3.3
Greek Salad,64,133,30.0,5.3,0.3,1,1,10,164,79,25,4.2
Tuna,0,116,0.0,26.0,1.0,1,1,35,346,25,9,0.0
Apple,39,41,10.0,0.9,0.2,1,1,69,320,12,33,2.8
Ginger,10,41,6.6,3.9,0.7,1,1,699,233,60,42,0.9
Quinoa,53,120,21.3,4.4,1.9,1,1,7,172,64,17,2.8
Mango Juice,40,120,27.0,4.0,13.6,1,1,370,110,15,93,2.0
Hummus,85,180,20.0,3.0,10.0,1,0,30,80,14,60,1.0
Walnuts,0,165,0.0,22.0,3.6,1,1,59,318,29,13,0.0
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Zucchini Noodles,15,17,3.1,1.2,0.2,1,1,2,261,21,16,1.0
Blueberries,53,57,14.5,0.7,0.3,1,1,1,116,9,6,2.4
Pongal,24,559,30.2,18.2,49.02,1,1,12,749,292,36,11.8
Dahi Vada,50,200,17.9,5.0,14.0,1,1,480,152,17,80,1.0
Samosa,89,262,32.0,6.0,12.0,1,0,400,172,20,30,2.0
Zucchini Noodles,15,17,3.1,1.2,0.2,1,1,2,261,21,16,1.0
Hummus,85,180,32.0,4.0,8.0,1,1,380,200,30,104,0.0
Mango Lassi,12,160,10.0,3.0,12.0,1,1,439,110,7,0,5.0
Asparagus,15,20,3.7,2.2,0.2,1,1,2,202,14,23,2.0
Greek Yogurt,11,59,3.6,10.0,97.12,1,1,38,141,12,80,0.0
Chole Bhature,83,450,55.0,16.9,15.0,1,1,659,429,35,57,3.0
Zucchini,0,206,10.0,12.0,11.0,1,1,73,433,59,11,3.3
Vegetable Biryani,24,250,20.0,8.0,14.0,1,1,520,368,21,117,5.0
Samboosa,83,150,14.0,4.0,9.0,1,0,380,230,15,60,2.0
Rasgulla,93,297,45.0,7.0,9.0,1,1,380,230,25,94,2.0
Rajma Chawal,25,320,25.0,8.0,18.0,1,1,460,380,32,45,5.0
Whole Wheat Pasta,37,124,25.7,4.5,0.5,1,1,3,237,10,47,8.0
Paneer Butter Masala,65,280,45.0,5.0,8.0,1,1,520,220,30,54,4.0
Labneh Manakish,0,280,10.0,12.0,21.0,1,1,480,310,29,390,3.0
Vegetable Biryani,46,260,32.0,8.0,12.0,1,1,531,320,25,49,3.0
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Whole Wheat Pasta,37,124,25.7,18.3,0.8,1,1,3,879,28,56,6.0
Blueberries,59,69,18.0,0.72,0.2,1,1,2,39,9,11,0.9
Rajma Chawal,27,339,63.0,21.82,1.4,1,1,2,1045,36,46,27.6
Malai Kofta,85,180,20.0,4.0,8.0,1,0,229,120,10,20,2.0
Watermelon,71,30,7.6,0.6,0.2,1,1,1,112,10,8,0.4
Muhallabia,45,180,10.0,16.9,16.2,1,1,580,400,30,89,8.3
Barley,15,31,6.3,1.3,0.1,1,1,1,175,10,10,2.5
Laban,4,250,45.0,10.0,1.8,1,1,381,702,119,80,9.0
Pav,65,320,52.0,7.0,11.0,1,1,591,320,30,40,4.0
Almond Butter,45,441,45.0,25.0,18.0,1,1,719,390,30,60,3.0
Stir-Fried Tofu,65,239,21.0,13.3,12.0,1,1,360,206,15,80,3.0
Samboosa,45,220,40.0,10.0,6.0,1,1,520,877,36,59,6.0
Fatayer,24,180,30.0,5.0,5.0,1,1,400,180,30,119,4.0
Hummus,9,165,20.0,6.0,9.0,1,1,480,879,24,40,5.4
Coconut Milk,40,180,25.0,21.4,8.0,1,1,580,732,38,108,10.2
Mango,45,320,55.0,10.0,6.0,1,1,449,250,28,80,6.0
Brown Rice,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Brown Rice,15,25,5.3,2.0,0.3,1,1,30,320,15,15,2.0
Chicken Mandi,45,441,6.6,3.3,18.0,1,1,20,263,10,20,0.5
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,38,141,12,80,0.0
Harira Soup,40,81,16.0,5.0,0.6,1,1,220,320,36,40,3.0
Greek Yogurt,11,59,3.6,10.0,97.12,1,1,38,118,12,80,0.0
Caesar Salad,15,157,4.6,7.8,16.2,1,1,380,207,22,194,1.3
Mansaf,65,260,32.0,6.0,16.0,1,1,400,240,30,150,2.0
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,64,17,2.8
Greek Salad,45,116,21.1,7.9,0.6,1,1,8,237,51,25,4.1
Broccoli,10,55,11.2,4.4,0.6,1,1,33,491,19,47,6.7
Apple,39,41,10.0,0.9,0.2,1,1,69,320,12,33,2.8
Turkey Chili,65,200,30.0,5.0,8.0,1,1,380,180,20,30,2.0
Tandoori Chicken,0,220,3.0,25.0,10.0,1,1,627,250,60,15,0.4
Coconut Milk,40,562,45.0,25.0,29.8,1,1,800,550,40,150,3.0
Vegetable Pulao,60,160,20.0,16.9,10.0,1,1,580,498,30,57,3.0
Rasgulla,93,186,23.6,3.0,10.0,1,1,246,167,20,104,2.0
Cabbage,10,25,5.8,1.3,0.1,1,1,8,170,12,47,2.2
Brown Bread,89,247,48.0,9.4,1.8,1,1,381,125,29,80,6.7
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Dahi Vada,50,380,30.0,5.0,18.0,1,0,199,100,10,119,2.0
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,64,17,2.8
Black Beans,30,350,62.4,21.82,1.0,1,1,6,747,119,56,27.6
Chicken 65,85,39,10.0,0.7,0.2,1,1,2,63,6,40,2.4
Lettuce,10,5,1.0,0.5,0.1,1,1,5,45,6,13,0.5
Orange,40,61,16.0,1.2,0.2,1,1,0,237,10,42,3.1
Flaxseeds,50,180,10.0,6.0,14.7,1,1,374,318,36,119,3.0
Spinach,0,23,3.6,0.5,0.4,1,1,79,170,12,8,0.0
Brussels Sprouts,15,25,6.0,1.0,0.3,1,1,8,170,9,10,1.7
Turkey Chili,55,250,25.0,8.0,16.0,1,0,363,214,20,119,2.0
Quinoa,53,120,21.3,4.4,1.9,1,1,7,172,64,17,2.8
Tomato Soup,30,149,33.1,6.4,0.5,1,1,16,401,25,181,2.1
Mango Juice,40,180,30.0,5.0,5.0,1,1,352,250,30,150,0.0
Manakish,55,40,10.0,0.9,0.2,1,1,69,200,10,30,2.8
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,104,7,83,0.0
Harira Soup,40,81,15.4,5.0,0.6,1,1,220,110,29,14,4.1
Brown Rice,68,50,13.0,0.6,0.2,1,1,1,112,12,8,1.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,38,141,12,117,0.0
Whole Wheat Bread,68,79,13.0,2.9,1.0,1,1,220,167,29,20,2.7
Lemon Rice,50,350,30.0,10.0,18.0,1,1,981,520,30,199,3.0
Asparagus,39,52,14.0,0.3,0.2,1,1,0,107,5,6,2.4
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Bell Pepper,0,165,0.0,24.36,3.6,1,1,74,393,25,15,0.0
Turkey Breast,0,189,0.0,27.0,12.0,1,1,53,380,29,13,0.0
Mansaf,65,318,45.0,7.0,9.0,1,0,721,450,35,100,3.0
Kheer,65,180,25.0,2.0,53.28,1,1,360,191,20,27,1.4
Coconut Oil,10,862,16.1,18.45,90.7,1,1,540,668,59,263,3.0
Rasgulla,93,186,40.9,5.0,2.0,1,0,520,350,25,81,3.0
Palak Paneer,20,280,8.0,15.0,20.0,1,1,569,729,32,669,10.2
Turkey Breast,0,98,0.0,22.0,0.9,1,1,47,290,22,10,0.0
Shrimp Stir-Fry,83,180,23.0,5.0,8.0,1,0,119,120,14,25,2.0
Pav,65,320,40.0,7.0,18.0,1,0,580,220,30,49,3.0
Matar Paneer,0,106,0.0,27.95,1.0,Yes,1,35,437,35,9,0.0
Malai Paneer,70,40,10.0,0.7,0.4,1,1,1,112,9,40,2.8
Almond Milk,24,39,1.5,1.0,3.0,1,1,72,64,7,182,0.5
Bhindi Masala,20,400,25.0,15.0,22.0,1,1,980,479,30,308,4.0
Spinach,28,164,30.0,17.9,2.0,1,1,23,400,33,11,8.0
Chia Seed Oil,0,180,2.0,24.0,9.0,1,1,380,410,35,20,1.0
Mushrooms,10,196,15.0,8.0,14.0,1,1,370,346,29,40,3.0
Bhindi Masala,15,150,6.1,13.7,10.0,1,1,10,563,28,80,8.0
Salmon,0,648,21.6,21.2,87.4,1,1,18,705,269,263,15.7
Bell Peppers,15,31,7.0,1.8,0.2,1,1,5,209,25,36,3.4
Olive Oil,0,485,44.4,16.5,49.26,1,1,16,407,360,423,
Cauliflower,15,25,5.0,1.9,0.3,1,1,30,299,15,22,2.0
Shrimp Stir-Fry,45,239,25.0,10.0,12.0,1,1,550,877,40,199,7.0
Mango Pickle,40,320,45.0,15.0,4.0,1,1,3,150,10,2,2.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,79,99,2.2
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Spinach,10,269,45.0,15.0,6.0,1,1,23,875,79,80,12.2
Berries (Mixed),40,43,10.0,0.9,0.2,1,1,69,110,9,30,2.8
Celery,15,16,3.8,0.6,0.1,1,1,79,260,11,18,1.6
Oats,55,389,66.0,17.0,6.9,1,1,2,429,177,54,10.6
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,64,17,2.8
Chicken Soup,45,441,6.6,7.0,22.0,1,1,418,207,25,44,0.5
Lamb Kabsa,50,479,60.0,17.0,49.26,1,1,540,429,40,89,10.6
Mujadara,45,180,35.0,1.0,53.28,1,1,360,250,47,42,0.0
Tomato,37,18,3.9,0.9,0.2,1,1,69,320,34,13,1.6
Pears,65,300,52.0,8.0,10.0,1,1,580,240,30,40,4.0
Bell Peppers,15,31,7.1,1.8,0.2,1,1,5,358,36,14,1.1
Asparagus,39,52,14.0,1.1,0.2,1,1,1,77,5,52,2.4
Lettuce,15,5,1.0,0.5,0.1,1,1,5,194,7,36,0.5
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Miso Soup,35,180,30.0,5.0,4.0,1,1,419,280,25,40,7.2
Chicken Curry,0,165,0.0,14.29,3.6,1,1,74,354,35,11,0.0
Celery,15,16,3.8,0.6,0.1,1,1,79,260,11,36,1.6
Strawberries,40,32,7.7,0.7,0.3,1,1,1,153,12,16,2.0
Rasgulla,93,186,40.9,5.0,2.0,1,0,550,350,28,49,3.0
Steamed Vegetables,15,55,11.2,3.7,0.6,1,1,28,415,21,119,9.0
Flaxseeds,50,180,10.0,16.9,14.7,1,1,388,628,40,60,3.0
Apple,70,41,11.0,0.7,0.4,1,1,1,112,10,40,1.0
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,64,17,2.8
Shrimp Stir-Fry,0,104,0.0,26.0,0.8,1,1,59,393,25,12,0.0
Eggplant,15,25,6.0,1.0,0.2,1,1,2,229,14,9,2.5
Chia Seeds,0,138,12.3,5.0,45.39,1,1,78,160,20,47,6.5
Quinoa Pasta,40,41,10.0,0.9,0.2,1,1,1,77,6,10,2.3
Spinach,0,23,3.6,0.5,0.4,1,1,79,170,12,8,0.0
Mango Chutney,55,150,26.3,1.0,12.0,1,1,50,200,10,80,2.0
Chia Seeds,0,501,28.9,18.3,86.6,1,1,30,400,392,255,0.0
Artichokes,0,120,0.0,13.89,13.6,1,1,0,0,0,2,0.0
Blueberries,53,69,18.0,0.7,0.3,1,1,2,191,11,10,0.9
Cabbage,10,25,6.0,1.2,0.2,1,1,18,170,12,34,2.2
Strawberries,40,32,7.7,0.7,0.3,1,1,1,153,12,16,2.0
Green Beans,15,31,7.0,1.8,0.2,1,1,6,209,25,36,3.4
Miso Soup,35,239,5.5,10.0,18.0,1,1,380,262,20,330,2.2
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Cucumber,15,16,3.6,0.7,0.2,1,1,2,147,12,16,0.5
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Mansaf,40,562,28.9,6.0,29.8,1,1,199,441,392,255,0.0
Mango Juice,55,150,26.3,4.0,88.25,1,1,370,90,14,15,2.0
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Quinoa Pasta,53,121,21.3,4.2,2.2,1,1,3,119,38,16,3.4
Cod,30,149,33.1,6.4,10.0,1,1,16,240,51,150,2.1
Avocado,15,160,9.0,2.0,14.7,1,1,7,485,29,12,7.0
Tomatoes,15,18,3.9,0.9,0.2,1,1,5,237,11,12,1.6
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Kunafa,32,52,14.0,2.0,0.7,1,1,1,180,22,27,1.4
Chapati,20,47,1.5,3.3,0.2,1,1,449,110,31,118,2.2
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,12,144,0.0
Lettuce,10,5,0.9,0.5,0.1,1,1,5,194,6,18,0.5
Lamb Shawarma,50,350,15.0,7.0,22.0,1,0,981,520,35,35,3.0
Sweet Potato,70,89,23.0,1.74,0.1,1,1,41,337,23,30,3.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,11,117,0.0
Oats,55,153,35.0,4.0,5.0,1,1,2,180,43,16,4.2
Kheer,65,220,30.0,4.0,10.0,1,1,460,152,20,20,1.0
Masoor Dal,30,180,20.0,8.7,16.0,1,1,480,250,17,60,3.0
Malai Kofta,85,350,15.0,7.0,20.0,1,0,560,460,38,30,4.0
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,3,118,37,14,4.2
Pani Puri,89,260,26.0,5.0,12.0,1,0,370,160,20,30,1.0
Berries (Mixed),15,31,6.6,0.9,0.1,1,1,8,175,10,10,1.7
Matar Paneer,0,106,0.0,27.95,0.8,1,1,35,437,35,9,0.0
Gulab Jamun,65,280,50.0,5.0,6.0,1,1,520,322,30,30,2.0
Stir-Fried Tofu,65,130,35.0,2.0,0.8,1,1,35,68,43,16,4.2
Pineapple,59,50,13.1,0.5,0.1,1,1,1,109,12,13,1.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,24,30,2.2
Tuna,0,116,0.0,26.0,0.8,1,1,35,346,25,4,0.0
Rasgulla,93,297,15.0,5.43,43.0,1,1,380,230,32,94,2.4
Quorn,0,119,4.5,14.0,2.0,1,1,8,433,59,9,2.8
Brown Bread,89,247,48.0,9.4,1.8,1,1,312,154,29,80,6.5
Oranges,45,43,9.6,0.9,0.4,1,1,69,320,12,33,2.8
Apple,39,52,12.0,0.3,0.2,1,1,1,107,5,6,2.4
Chicken Mandi,24,180,20.0,3.0,10.0,1,1,360,220,22,60,3.0
Arayes,15,130,10.0,4.0,8.0,1,1,279,420,25,119,3.0
Avocado,15,160,9.0,2.0,15.0,1,1,7,485,29,14,7.0
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,299,15,22,2.0
Mango Pickle,12,320,45.0,25.8,1.1,1,1,2,1045,70,46,8.5
Arayes,50,180,35.0,4.0,8.0,1,1,400,180,22,15,2.0
Orange,40,61,16.0,1.2,0.2,1,1,0,237,10,52,3.1
Avocado,10,160,8.5,2.0,15.0,1,1,7,485,29,14,6.7
Cod,24,60,15.0,2.0,0.6,1,1,167,151,9,30,3.1
Apple,39,52,14.0,0.3,0.2,1,1,1,107,9,6,2.4
Mushrooms,10,22,3.3,3.1,0.3,1,1,5,318,9,30,1.0
Tuna,0,116,0.0,26.0,0.8,1,1,35,346,25,9,0.0
Lamb Kabsa,0,320,10.0,25.0,20.0,1,1,680,410,35,60,2.0
Pav,15,124,10.9,3.0,4.5,1,1,179,420,35,60,7.8
Celery,15,16,3.8,0.7,0.2,1,1,79,260,11,40,1.6
Chia Seeds,0,258,0.0,30.0,17.0,1,1,57,299,23,12,0.0
Almonds,0,184,0.0,9.3,12.0,1,1,73,291,18,11,0.0
Split Pea Soup,0,106,20.0,21.0,0.4,1,1,133,732,79,35,11.8
Blueberries,53,69,18.0,0.7,0.3,1,1,2,191,7,11,0.9
Walnuts,0,654,13.7,15.2,89.07,1,1,2,441,157,98,6.7
Green Tea,0,0,0.0,16.98,90.88,1,1,1,29,1,0,0.0
Tofu,45,230,40.0,10.0,6.0,1,1,550,320,40,80,8.0
Whole Wheat Pasta,37,124,25.7,18.3,0.3,1,1,3,400,30,9,8.0
Paneer Tikka,15,193,4.1,14.0,18.0,1,1,418,310,29,330,0.6
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Walnuts,0,290,0.0,22.2,18.55,1,1,1,380,177,14,0.0
Vegetable Biryani,50,350,55.0,10.0,6.0,1,1,721,498,60,100,8.0
Lemon Rice,50,350,30.0,10.0,18.0,1,0,650,320,30,199,6.0
Rajma Chawal,25,320,55.0,10.0,6.0,1,1,680,498,40,100,8.0
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,104,10,83,0.0
Turkey Breast,0,189,0.0,27.0,8.2,1,1,64,339,29,13,0.0
Almonds,0,250,0.0,14.29,17.0,1,1,63,354,21,11,0.0
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Mango Juice,40,180,25.0,16.9,8.0,1,1,580,732,51,119,7.0
Miso Soup,35,320,55.0,7.0,9.0,1,1,560,130,22,28,2.0
Mango,55,40,10.0,26.08,7.84,1,1,122,7,2,5,0.0
Mango,45,180,35.0,5.0,8.0,1,1,40,280,60,30,0.0
Grilled Chicken,40,81,15.4,5.0,0.6,1,1,220,320,30,80,3.0
Oranges,40,61,15.0,1.1,0.2,1,1,0,237,17,42,3.1
Brown Lentils,32,352,60.0,24.0,0.8,1,1,3,731,47,56,10.7
Oats,55,153,26.3,4.0,7.0,1,1,2,150,64,17,4.2
Kale,15,49,8.8,4.3,0.9,1,1,23,330,33,150,2.0
Berries (mixed),40,43,9.6,0.9,0.4,1,1,69,320,12,33,2.8
Arayes,15,130,4.6,7.8,4.5,1,1,8,141,64,28,1.3
Brown Rice,50,216,44.8,4.5,0.9,1,1,5,86,64,20,3.5
Pork Tenderloin,0,143,0.0,22.4,7.0,1,1,0,0,0,0,0.0
Seaweed,35,43,9.0,2.3,0.6,1,1,682,352,17,169,1.6
Quinoa Salad,53,218,30.0,4.5,10.0,1,1,460,380,36,80,4.0
Brown Rice,15,25,5.3,2.0,0.3,1,1,30,320,15,15,2.0
Mandi,50,280,30.0,10.0,14.0,1,1,480,250,25,119,2.0
Quinoa Pasta,53,121,21.3,4.2,2.2,1,1,3,119,38,16,3.4
Kofta,40,60,15.0,5.0,0.6,1,1,28,77,14,14,2.4
Manakish,45,41,8.0,0.9,0.3,1,1,1,77,6,40,0.6
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,69,17,2.8
Quinoa Salad,53,118,21.1,4.2,2.5,1,1,8,152,64,19,2.6
Vegetable Biryani,46,331,60.0,8.0,7.4,1,1,590,130,25,49,2.0
Chicken Korma,0,270,5.0,25.0,18.55,1,1,642,400,25,35,0.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,391,22,7,0.0
Turkey Breast,0,189,0.0,27.0,8.2,1,1,64,339,29,11,0.0
Butter Naan,10,43,6.6,1.1,0.4,1,1,1,211,10,23,3.4
Labneh,0,150,10.0,18.45,2.7,1,1,449,400,59,28,7.8
Lamb Shawarma,20,350,30.0,30.0,18.0,1,1,905,879,30,119,7.0
Artichokes,0,120,0.0,13.89,13.6,1,1,0,0,0,1,0.0
Tandoori Roti,24,60,3.9,3.7,1.0,1,1,449,110,31,118,0.4
Chicken Salad,10,196,15.0,29.17,6.7,1,1,388,328,29,80,1.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,38,141,12,80,0.0
Seaweed,35,239,20.0,10.0,16.0,1,1,569,450,36,80,3.0
Kabsa,50,441,50.0,18.45,18.55,1,1,380,470,38,119,2.0
Lentils,32,352,63.4,24.8,1.0,1,1,2,747,227,45,10.7
Cod,37,18,5.8,0.9,0.2,1,1,5,156,9,40,2.5
Uttapam,70,180,23.0,4.0,8.0,1,0,470,120,15,35,2.0
Shahi Paneer,20,260,15.0,12.0,18.0,1,1,600,479,28,390,8.3
Avocado,0,160,0.0,30.6,3.2,1,1,23,436,28,11,0.0
Tuna,0,116,0.0,26.0,0.9,1,1,35,333,25,4,0.0
Vegetable Pulao,65,280,50.0,5.0,8.0,1,1,560,240,30,40,3.0
Lamb Kabsa,0,320,8.0,25.0,22.0,1,1,780,410,35,49,2.0
Masoor Dal,30,180,27.0,8.7,8.0,1,1,246,174,15,60,1.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,12,117,0.0
Berries (mixed),40,43,10.6,0.7,0.4,1,1,1,77,6,16,2.6
Fatayer,30,320,35.0,10.0,18.0,1,1,429,400,35,100,4.0
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,91,20,83,0.0
Spinach,10,269,45.0,15.0,4.2,1,1,23,875,79,80,12.2
Brown Rice,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Banana,40,43,5.8,0.9,0.4,1,1,69,110,9,30,0.4
Kunafa,32,52,14.0,1.2,0.7,1,1,1,180,22,25,1.0
Eggs,40,562,30.2,6.0,29.8,1,1,199,441,40,14,4.0
Sweet Potato,70,86,20.0,2.0,0.4,1,1,54,337,32,16,3.0
Pav,65,280,50.0,6.0,8.0,1,1,520,180,25,49,2.0
Rasgulla,65,150,35.0,4.0,23.98,1,1,35,320,5,15,4.1
Avocado,15,160,9.0,2.0,15.0,1,1,7,485,29,12,7.0
Medu Vada,0,359,2.2,24.0,49.28,1,1,820,61,30,49,1.0
Rajasthani Dal,45,230,40.0,12.0,6.0,1,1,360,599,36,60,3.3
Berries (mixed),40,43,9.6,0.9,0.1,1,1,0,181,10,10,2.8
Avocado,15,160,9.0,2.0,14.7,1,1,7,485,29,12,7.0
Rajma Masala,27,280,45.0,15.0,4.0,1,1,580,450,38,57,8.0
Quorn,0,884,0.0,15.2,65.75,1,1,16,0,1,2,0.0
Dosa,50,180,10.0,21.4,6.7,1,1,388,318,30,28,2.0
Black Beans,30,341,62.4,21.82,1.2,1,1,2,1045,119,46,27.0
Apple,95,186,40.9,4.0,2.0,1,1,95,180,43,40,4.2
Zucchini,0,206,10.0,25.0,11.0,1,1,73,380,70,19,0.0
Chicken Curry,0,49,8.8,4.3,0.9,1,1,3,330,33,150,2.0
Kidney Beans,24,332,60.1,23.7,0.8,1,1,2,970,47,56,10.7
Turkey Chili,65,300,40.0,8.0,12.0,1,1,167,90,15,169,2.0
Mutton Curry,15,220,8.0,15.0,17.2,1,1,620,420,35,308,3.0
Mango Pickle,55,150,35.0,5.0,2.7,1,1,8,180,64,19,4.2
Chicken Tikka,20,280,45.0,30.0,1.1,1,1,260,1042,47,46,10.7
Rajma Masala,27,215,15.0,10.0,14.0,1,1,569,320,28,80,3.0
Orange,42,43,10.6,0.7,0.4,1,1,1,77,6,42,5.4
Oats,55,389,66.0,16.9,6.9,1,1,2,429,177,30,10.6
Cucumber,15,16,3.6,0.7,0.1,1,1,2,147,10,16,0.5
Upma,70,79,15.4,2.0,1.0,1,1,50,337,32,16,3.3
Zucchini Noodles,15,33,6.3,2.4,0.3,1,1,2,209,20,36,3.0
Masoor Dal,24,39,1.5,1.0,3.0,1,1,72,170,9,113,0.6
Masoor Dal,30,149,33.1,11.0,10.0,1,1,545,877,25,80,10.2
Cabbage,15,25,6.0,1.0,73.37,1,1,2,170,12,9,1.7
Eggplant,15,25,6.0,1.0,0.2,1,1,18,170,9,34,2.3
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Rajasthani Dal,0,85,0.0,6.0,1.0,1,1,61,63,0,0,0.0
Oranges,45,43,11.0,0.9,0.1,1,1,0,181,10,40,2.3
Chia Seed Oil,0,120,0.0,23.31,13.6,1,1,0,0,0,0,0.0
Mujadara,24,180,25.0,5.0,8.0,1,1,40,150,64,13,6.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,24,3,2.2
Lassi,0,250,8.0,24.0,13.0,1,1,642,438,37,32,0.0
Samboosa,0,265,2.0,18.0,15.0,1,1,480,380,25,20,0.0
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,64,17,2.8
Pineapple,66,50,13.0,0.5,0.1,Yes,1,1,109,12,13,1.4
Flaxseeds,50,120,21.3,3.0,1.0,1,1,449,230,18,20,1.0
Dahi Vada,85,180,23.0,3.0,10.0,1,1,360,167,15,104,1.0
Peanuts,12,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Mango Pickle,12,60,3.6,1.1,0.6,1,1,699,460,18,15,3.1
Broccoli,10,55,11.2,4.4,0.6,1,1,33,330,21,47,5.1
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Celery,15,6,1.2,0.3,0.1,1,1,35,194,6,40,0.6
Garlic,30,149,33.1,6.4,0.5,1,1,8,401,30,152,2.1
Cabbage,15,25,6.0,1.0,73.37,1,1,2,229,14,9,2.1
Butter Naan,70,320,40.0,8.0,14.0,1,0,480,180,25,40,2.0
Mushrooms,10,22,3.3,3.1,0.3,1,1,5,318,9,2,1.0
Oats,55,389,65.9,17.0,6.9,1,1,2,429,177,54,10.6
Oats,55,389,65.9,16.9,6.9,1,1,2,429,144,54,10.6
Grilled Salmon,0,206,5.0,24.0,10.0,1,1,611,438,35,32,0.0
Paneer Tikka,15,230,10.2,12.0,17.2,1,1,370,729,30,100,10.2
Asparagus,15,20,3.7,2.2,0.2,1,1,2,202,14,10,2.2
Mango Pickle,35,160,33.1,5.0,5.0,1,1,352,250,22,199,2.1
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Celery,15,6,1.2,0.3,0.1,1,1,5,194,8,41,0.5
